trip_string,counts
Co-op City-Mott Haven,22
Pelham Gardens-Williamsbridge,22
Country Club-City Island,22
Jamaica-Forest Park,22
East Village-Willowbrook,22
Fort Hamilton-Mill Basin,22
Jackson Heights-Throgs Neck,22
Fordham-Long Island City,22
Richmond Hill-Two Bridges,22
DUMBO-Parkchester,22
Long Island City-Floyd Bennett Field,22
Brighton Beach-SoHo,22
Mount Eden-West Farms,22
Fieldston-Woodlawn,22
Jamaica-Douglaston,22
Corona-Sunset Park,22
Claremont Village-Co-op City,22
Queens Village-East Elmhurst,22
Broad Channel-John F. Kennedy International Airport,22
Broad Channel-Howard Beach,22
Morningside Heights-Country Club,22
Chinatown-Randall Manor,22
trip_string,counts
Lower East Side-Tottenville,21
Bay Ridge-Central Park,21
Flushing-Little Italy,21
Kingsbridge-Gramercy,21
Greenpoint-Melrose,21
Brighton Beach-Lower East Side,21
Bensonhurst-Astoria,21
Kingsbridge-Clason Point,21
Harlem-Arverne,21
Upper East Side-Richmondtown,21
Maspeth-Vinegar Hill,21
Cunningham Park-Fresh Meadows,21
Bath Beach-Park Slope,21
Midwood-Nolita,21
Glendale-Upper West Side,21
Briarwood-Little Italy,21
Bedford-Stuyvesant-Manhattan Beach,21
Washington Heights-Navy Yard,21
Concourse Village-Ditmars Steinway,21
West Farms-Inwood,21
Sunnyside-Little Neck,21
Rego Park-Carroll Gardens,21
Lower East Side-Neponsit,21
Jackson Heights-Columbia St,21
Springfield Gardens-Kew Gardens,21
Bath Beach-South Slope,21
Baychester-Pelham Bay,21
Concourse-Clinton Hill,21
Marine Park-Breezy Point,21
Glendale-LaGuardia Airport,21
Battery Park City-Glen Oaks,21
Crown Heights-Far Rockaway,21
Roosevelt Island-East New York,21
Greenpoint-Bronxdale,21
East Flatbush-Vinegar Hill,21
Concourse Village-Marble Hill,21
Melrose-Bedford-Stuyvesant,21
Jamaica-Kensington,21
Riverdale-West Village,21
Flatbush-Rego Park,21
Windsor Terrace-Ridgewood,21
South Ozone Park-Red Hook,21
Unionport-Country Club,21
Stuyvesant Town-Rockaway Park,21
Randall's Island-Highbridge,21
Kingsbridge-Woodside,21
Middle Village-Flushing Meadows Corona Park,21
Kensington-Manhattan Beach,21
Port Morris-Park Slope,21
Gowanus-Briarwood,21
Navy Yard-Kensington,21
South Ozone Park-Forest Park,21
Soundview-Gramercy,21
Ozone Park-Flatbush,21
Concourse Village-Williamsburg,21
Van Nest-East Morrisania,21
Richmond Hill-Brooklyn Heights,21
Tribeca-Tottenville,21
Pelham Bay-City Island,21
Co-op City-Morris Park,21
Park Slope-Morris Heights,21
Bronxdale-Mott Haven,21
Williamsbridge-Longwood,21
Queens Village-East Village,21
Co-op City-Kingsbridge,21
Crown Heights-Parkchester,21
East Morrisania-Mount Eden,21
East Flatbush-Stuyvesant Town,21
Bay Ridge-Morningside Heights,21
Arverne-Edgemere,21
Westchester Square-Kips Bay,21
Bushwick-Port Morris,21
Two Bridges-Kew Gardens Hills,21
Jamaica-Parkchester,21
Concourse-Bushwick,21
Mount Hope-East Village,21
Midwood-Woodside,21
Jackson Heights-Co-op City,21
East New York-Brighton Beach,21
Mott Haven-Prospect-Lefferts Gardens,21
East New York-Greenpoint,21
East Flatbush-Jackson Heights,21
Throgs Neck-Pelham Gardens,21
Jamaica Hills-Gramercy,21
Battery Park City-Breezy Point,21
Prospect Park-Bath Beach,21
Carroll Gardens-Rosedale,21
Civic Center-Hollis,21
Cobble Hill-Mott Haven,21
Nolita-Todt Hill,21
Eastchester-Wakefield,21
Jackson Heights-Clason Point,21
Lower East Side-Eltingville,21
Belmont-Mount Eden,21
Glendale-Theater District,21
Crown Heights-Belmont,21
Bedford-Stuyvesant-Claremont Village,21
Westchester Square-SoHo,21
Flatiron District-Clifton,21
Fordham-Astoria,21
Whitestone-John F. Kennedy International Airport,21
West Farms-Bronxdale,21
East Flatbush-Woodside,21
Parkchester-Lower East Side,21
Two Bridges-Briarwood,21
Upper East Side-Rikers Island,21
Van Cortlandt Park-Wakefield,21
Randall's Island-Jamaica,21
Windsor Terrace-Washington Heights,21
DUMBO-Kingsbridge,21
Flushing-Cunningham Park,21
Roosevelt Island-Kew Gardens,21
Dyker Heights-Marine Park,21
Kew Gardens-Laurelton,21
Flushing-South Slope,21
Claremont Village-Theater District,21
Forest Park-Kew Gardens Hills,21
Baychester-Parkchester,21
Two Bridges-Morris Heights,21
Richmond Hill-Canarsie,21
Bushwick-Marine Park,21
Norwood-East Village,21
Bushwick-Norwood,21
Canarsie-Gramercy,21
Flushing-Bay Ridge,21
Morris Park-Chelsea,21
Parkchester-Jackson Heights,21
Two Bridges-Middle Village,21
Longwood-West Village,21
Westchester Square-Morningside Heights,21
Greenpoint-Douglaston,21
East New York-Flatiron District,21
Whitestone-Chelsea,21
Ridgewood-Kensington,21
Tremont-Hell's Kitchen,21
Co-op City-Longwood,21
Highbridge-Flatiron District,21
Bensonhurst-Fort Greene,21
South Ozone Park-Rockaway Park,21
Van Nest-Hell's Kitchen,21
Prospect Park-Elmhurst,21
Downtown Brooklyn-Arverne,21
Coney Island-Crown Heights,21
Edenwald-Eastchester,21
Civic Center-Douglaston,21
Astoria-Eastchester,21
Boerum Hill-Highbridge,21
NoHo-Olinville,21
Flatiron District-Crotona Park,21
Flatlands-Far Rockaway,21
Chinatown-Bayswater,21
Flatlands-Gowanus,21
Central Park-Floral Park,21
Gravesend-Downtown Brooklyn,21
Alley Pond Park-Bayside,21
Soundview-Murray Hill,21
Bensonhurst-Bushwick,21
Greenwich Village-Clifton,21
Bushwick-College Point,21
Rosedale-East Flatbush,21
Fort Hamilton-Bergen Beach,21
Kew Gardens-Brooklyn Heights,21
Astoria-Rockaway Beach,21
East Village-Edgemere,21
Central Park-Randall Manor,21
Carroll Gardens-Springfield Gardens,21
Bellerose-East Village,21
West Village-Ferry Point Park,21
Woodlawn-Harlem,21
Howard Beach-Canarsie,21
Marble Hill-Theater District,21
Flushing-Cobble Hill,21
Maspeth-Kingsbridge,21
Kew Gardens Hills-Cypress Hills,21
Morrisania-Wakefield,21
South Slope-Kew Gardens,21
West Farms-Co-op City,21
Flushing Meadows Corona Park-Cypress Hills,21
trip_string,counts
Mount Eden-Hunts Point,20
Westchester Square-Theater District,20
Concourse Village-Baychester,20
East Elmhurst-Ferry Point Park,20
Springfield Gardens-Howard Beach,20
South Ozone Park-Columbia St,20
Springfield Gardens-Hollis,20
College Point-East Village,20
Bayside-Floral Park,20
Kensington-Navy Yard,20
Hunts Point-Washington Heights,20
Sheepshead Bay-Civic Center,20
Williamsburg-Sea Gate,20
Bronxdale-Unionport,20
Woodhaven-Jamaica Estates,20
Springfield Gardens-Prospect-Lefferts Gardens,20
Richmond Hill-Far Rockaway,20
Little Italy-Hollis,20
Morris Park-Tremont,20
Fort Greene-Castle Hill,20
Concourse-Nolita,20
Civic Center-Rossville,20
Bay Ridge-Ridgewood,20
University Heights-Marble Hill,20
Tremont-Co-op City,20
Clinton Hill-Bergen Beach,20
Pelham Gardens-Midtown,20
Central Park-Bull's Head,20
Williamsbridge-Pelham Gardens,20
Whitestone-Throgs Neck,20
Norwood-East Morrisania,20
Boerum Hill-Fresh Meadows,20
Brooklyn Heights-Castleton Corners,20
Elmhurst-Hollis Hills,20
Red Hook-South Ozone Park,20
Pelham Gardens-Throgs Neck,20
Flushing Meadows Corona Park-Concourse,20
Bergen Beach-Marine Park,20
Inwood-East Flatbush,20
Norwood-West Farms,20
Nolita-Holliswood,20
Hell's Kitchen-Fort Wadsworth,20
Greenpoint-Fieldston,20
Forest Park-Sunnyside,20
Mill Basin-John F. Kennedy International Airport,20
Jamaica Hills-Woodhaven,20
Stuyvesant Town-Hollis Hills,20
West Farms-Theater District,20
Kingsbridge-Sunnyside,20
Mount Hope-Theater District,20
Little Italy-East Morrisania,20
Kew Gardens Hills-Crown Heights,20
Rosedale-Hell's Kitchen,20
Co-op City-Bronxdale,20
Windsor Terrace-Woodside,20
Ridgewood-Bay Ridge,20
Springfield Gardens-Brownsville,20
Inwood-Prospect Heights,20
Brighton Beach-Park Slope,20
Mount Hope-Van Nest,20
Westchester Square-Tremont,20
Bay Ridge-Bergen Beach,20
Kew Gardens Hills-Whitestone,20
South Ozone Park-Floral Park,20
Roosevelt Island-Red Hook,20
Jamaica Hills-Flatiron District,20
Rikers Island-Upper West Side,20
Little Italy-West Farms,20
Port Morris-Downtown Brooklyn,20
Claremont Village-Unionport,20
Canarsie-Park Slope,20
Dyker Heights-Brighton Beach,20
Theater District-Willowbrook,20
Forest Hills-Port Morris,20
Flushing-Highbridge,20
Bronxdale-Soundview,20
Rego Park-Cambria Heights,20
Bensonhurst-Carroll Gardens,20
Morningside Heights-Holliswood,20
Gowanus-Bergen Beach,20
Unionport-Gramercy,20
Greenwich Village-Stapleton,20
Murray Hill-Neponsit,20
Woodlawn-Hell's Kitchen,20
Spuyten Duyvil-Fordham,20
Bensonhurst-Lower East Side,20
Flatlands-Tribeca,20
Greenwich Village-Huguenot,20
Jamaica Hills-Ditmars Steinway,20
Cambria Heights-Chelsea,20
Park Slope-Park Hill,20
Parkchester-Gramercy,20
Forest Park-Theater District,20
Crown Heights-Bayside,20
Chinatown-Arverne,20
Brooklyn Heights-Williamsbridge,20
Holliswood-Fresh Meadows,20
Mount Eden-Astoria,20
Fort Greene-Douglaston,20
Sunset Park-Fordham,20
City Island-Allerton,20
Fordham-East Elmhurst,20
NoHo-Arrochar,20
Upper West Side-Clifton,20
Kew Gardens Hills-Washington Heights,20
Clinton Hill-Concourse,20
Ozone Park-Harlem,20
Astoria-Arverne,20
Rego Park-Brighton Beach,20
Brighton Beach-Central Park,20
Nolita-Cambria Heights,20
Flatlands-South Slope,20
University Heights-Morrisania,20
Fort Hamilton-Harlem,20
Forest Park-Crown Heights,20
Morris Heights-Tribeca,20
Bellerose-Astoria,20
Clason Point-Upper East Side,20
Kips Bay-Huguenot,20
Park Slope-Rosedale,20
Brownsville-Tribeca,20
Elmhurst-Belmont,20
Inwood-Two Bridges,20
Civic Center-West Brighton,20
Pelham Bay-Pelham Bay Park,20
Westchester Square-West Village,20
Forest Park-Astoria,20
Kew Gardens Hills-Greenwich Village,20
Ridgewood-Gravesend,20
Olinville-Longwood,20
Crotona Park-Longwood,20
East Flatbush-St. Albans,20
Glendale-Lower East Side,20
Jackson Heights-Douglaston,20
Floyd Bennett Field-Canarsie,20
Sheepshead Bay-Sea Gate,20
Floral Park-Upper East Side,20
Soundview-Inwood,20
Park Slope-Marble Hill,20
Springfield Gardens-Elmhurst,20
Flatbush-Eastchester,20
Glendale-Briarwood,20
Richmond Hill-Roosevelt Island,20
Carroll Gardens-Shore Acres,20
Bronxdale-East Harlem,20
Flushing-Brownsville,20
Morrisania-Murray Hill,20
Flushing-Concourse,20
Morris Heights-Co-op City,20
Long Island City-Belle Harbor,20
Williamsburg-Glen Oaks,20
Columbia St-Jamaica,20
Cypress Hills-Sheepshead Bay,20
Kew Gardens-Fort Greene,20
Parkchester-Long Island City,20
Flushing-Allerton,20
Ridgewood-Kew Gardens Hills,20
Briarwood-Cambria Heights,20
Sheepshead Bay-Central Park,20
Pelham Bay Park-Pelham Bay,20
Melrose-SoHo,20
Vinegar Hill-Jamaica Hills,20
Melrose-Co-op City,20
Floral Park-LaGuardia Airport,20
Lower East Side-Edgemere,20
Flushing-Sheepshead Bay,20
Ozone Park-Far Rockaway,20
Long Island City-Bayswater,20
SoHo-Cunningham Park,20
Brooklyn Heights-Spuyten Duyvil,20
Battery Park City-Eastchester,20
Mott Haven-Carroll Gardens,20
Fordham-Greenwich Village,20
East Morrisania-Bronxdale,20
Ditmars Steinway-Canarsie,20
Co-op City-Schuylerville,20
Vinegar Hill-Morningside Heights,20
South Ozone Park-Fordham,20
trip_string,counts
East New York-Washington Heights,19
Hunts Point-LaGuardia Airport,19
Pelham Bay Park-Co-op City,19
Nolita-Little Neck,19
Marine Park-Rockaway Park,19
Norwood-Murray Hill,19
SoHo-Park Hill,19
Roosevelt Island-Kensington,19
Randall's Island-Fordham,19
Two Bridges-Throgs Neck,19
Coney Island-Bay Ridge,19
Brighton Beach-Canarsie,19
Maspeth-Gravesend,19
Bayside-Ditmars Steinway,19
Brownsville-Gramercy,19
Unionport-Central Park,19
Concourse Village-Van Cortlandt Park,19
LaGuardia Airport-Charleston,19
Williamsburg-Midland Beach,19
Flushing Meadows Corona Park-Kingsbridge,19
DUMBO-Longwood,19
Randall's Island-Civic Center,19
Jamaica Hills-Greenwich Village,19
Glendale-Ditmars Steinway,19
Two Bridges-Norwood,19
Arverne-Far Rockaway,19
Kensington-Richmond Hill,19
Bedford-Stuyvesant-Floyd Bennett Field,19
Little Italy-Mount Eden,19
Sunset Park-Kew Gardens,19
Pelham Bay-Upper West Side,19
Jackson Heights-Van Nest,19
Fordham-West Village,19
Greenwich Village-Tottenville,19
Parkchester-Baychester,19
Flatlands-SoHo,19
Gramercy-Rosebank,19
Little Neck-Midtown,19
Civic Center-Grymes Hill,19
Bensonhurst-Prospect-Lefferts Gardens,19
Marble Hill-Astoria,19
Crown Heights-Randall's Island,19
Middle Village-Bayside,19
Brooklyn Heights-Hollis,19
Inwood-Gowanus,19
Norwood-Van Nest,19
Allerton-Eastchester,19
Little Italy-Pelham Gardens,19
Howard Beach-Hell's Kitchen,19
Canarsie-Gravesend,19
Chinatown-West Brighton,19
Forest Hills-Red Hook,19
Battery Park City-Clifton,19
Greenpoint-Highbridge,19
Mill Basin-East New York,19
Boerum Hill-Gerritsen Beach,19
East Elmhurst-Marble Hill,19
Crown Heights-Soundview,19
Kensington-Bergen Beach,19
East Elmhurst-Rockaway Beach,19
Ditmars Steinway-St. Albans,19
Gravesend-Gowanus,19
Chelsea-Governors Island,19
Unionport-University Heights,19
Baychester-Pelham Bay Park,19
Navy Yard-Two Bridges,19
Fort Hamilton-Concord,19
Forest Hills-Flatlands,19
University Heights-Melrose,19
Westchester Square-Wakefield,19
Longwood-Flatiron District,19
Forest Hills-Morrisania,19
Belmont-Astoria,19
Brighton Beach-Boerum Hill,19
Brooklyn Heights-Sea Gate,19
Theater District-Lighthouse Hill,19
Kew Gardens-Inwood,19
Randall's Island-Riverdale,19
East Harlem-Bergen Beach,19
Clinton Hill-Jamaica Estates,19
Briarwood-Two Bridges,19
Brooklyn Heights-Riverdale,19
Highbridge-Greenwich Village,19
Gowanus-Longwood,19
Longwood-Elmhurst,19
Jamaica Estates-Bedford-Stuyvesant,19
Queens Village-Floral Park,19
Flushing-Alley Pond Park,19
Norwood-Kips Bay,19
Flatbush-Kew Gardens,19
Lower East Side-Prince's Bay,19
Highbridge-Unionport,19
Downtown Brooklyn-Douglaston,19
DUMBO-Bayside,19
East Harlem-Rockaway Beach,19
Bensonhurst-Civic Center,19
NoHo-Sea Gate,19
Marine Park-Chelsea,19
Chinatown-Little Neck,19
Bath Beach-East Flatbush,19
Cunningham Park-Jamaica Estates,19
Sunnyside-Glen Oaks,19
Prospect Heights-Unionport,19
Ditmars Steinway-Bath Beach,19
Vinegar Hill-Midwood,19
Rosedale-St. Albans,19
Brooklyn Heights-Hunts Point,19
DUMBO-Spuyten Duyvil,19
Co-op City-Lower East Side,19
Concourse Village-Riverdale,19
Concourse Village-Greenwich Village,19
East Flatbush-Dyker Heights,19
Flatlands-Gramercy,19
Sunset Park-Kingsbridge,19
Fort Hamilton-Ditmars Steinway,19
Queens Village-Hollis Hills,19
Mott Haven-Roosevelt Island,19
Little Neck-Bayside,19
Douglaston-Upper East Side,19
Civic Center-Baychester,19
Washington Heights-Jamaica Hills,19
Inwood-East New York,19
Rego Park-Cobble Hill,19
Briarwood-Mott Haven,19
Morris Heights-Van Nest,19
Highbridge-Clason Point,19
Elmhurst-Woodlawn,19
Vinegar Hill-Rego Park,19
Van Nest-Upper West Side,19
Springfield Gardens-Civic Center,19
Kew Gardens-Mott Haven,19
Williamsbridge-Bronxdale,19
East New York-Jackson Heights,19
Tribeca-Cunningham Park,19
Flushing Meadows Corona Park-Prospect-Lefferts Gardens,19
East New York-Corona,19
Forest Park-East Elmhurst,19
Canarsie-Brighton Beach,19
Civic Center-Eastchester,19
Ozone Park-Broad Channel,19
Grant City-Grant City,19
Bay Ridge-Forest Hills,19
Concourse Village-Pelham Bay,19
Concourse Village-North Riverdale,19
Howard Beach-Elmhurst,19
Bay Ridge-Shore Acres,19
Dyker Heights-Gowanus,19
Dyker Heights-South Slope,19
Boerum Hill-University Heights,19
Fordham-Gramercy,19
Brighton Beach-Sea Gate,19
Clason Point-Upper West Side,19
Fort Hamilton-Columbia St,19
Marble Hill-Van Cortlandt Park,19
Green-Wood Cemetery-Gowanus,19
Bronxdale-Olinville,19
Springfield Gardens-Midwood,19
Longwood-Randall's Island,19
East New York-Bensonhurst,19
Co-op City-LaGuardia Airport,19
Baychester-Eastchester,19
Parkchester-Williamsburg,19
Williamsburg-Crotona Park,19
Kew Gardens-Bay Terrace,19
Civic Center-Cambria Heights,19
Elmhurst-Clason Point,19
SoHo-Huguenot,19
Prospect Heights-Williamsbridge,19
Coney Island-Sunset Park,19
Edenwald-Co-op City,19
Richmond Hill-Sunset Park,19
Battery Park City-Pelham Bay Park,19
Baychester-Throgs Neck,19
Woodside-Morrisania,19
Howard Beach-LaGuardia Airport,19
Allerton-Olinville,19
Kew Gardens Hills-Gramercy,19
Kingsbridge-Schuylerville,19
Allerton-University Heights,19
Elmhurst-Schuylerville,19
Jamaica-Longwood,19
Hunts Point-Norwood,19
City Island-Pelham Bay Park,19
Bay Ridge-Gerritsen Beach,19
Melrose-Throgs Neck,19
East Elmhurst-Bull's Head,19
"Lower East Side-Bay Terrace, Staten Island",19
Kips Bay-Mariners Harbor,19
Astoria-Baychester,19
Chinatown-Eastchester,19
Hollis-Springfield Gardens,19
Bellerose-Alley Pond Park,19
Downtown Brooklyn-Van Cortlandt Park,19
Queens Village-Financial District,19
Highbridge-Gramercy,19
Corona-Park Slope,19
Upper West Side-Grant City,19
NoHo-Emerson Hill,19
Springfield Gardens-Clinton Hill,19
trip_string,counts
Washington Heights-Dyker Heights,18
Mount Hope-Morningside Heights,18
Rosedale-Upper West Side,18
Queens Village-Fresh Meadows,18
Canarsie-Springfield Gardens,18
Prospect Heights-Fieldston,18
Glen Oaks-Little Neck,18
Mount Hope-Astoria,18
Rego Park-Port Morris,18
Downtown Brooklyn-Holliswood,18
Washington Heights-City Island,18
Park Slope-Rockaway Beach,18
Fresh Meadows-Hell's Kitchen,18
Concourse Village-Schuylerville,18
Howard Beach-West Village,18
Mott Haven-Rego Park,18
Bath Beach-Battery Park City,18
Bensonhurst-Canarsie,18
Fort Hamilton-NoHo,18
Castle Hill-Longwood,18
University Heights-East Village,18
Claremont Village-Olinville,18
Melrose-Westchester Square,18
Cypress Hills-Carroll Gardens,18
East New York-Sunnyside,18
Jamaica Estates-Douglaston,18
Springfield Gardens-Sheepshead Bay,18
Bensonhurst-Greenwich Village,18
Gerritsen Beach-Marine Park,18
DUMBO-Norwood,18
Brownsville-Coney Island,18
Rego Park-Douglaston,18
Howard Beach-Broad Channel,18
St. George-Stapleton,18
Briarwood-Howard Beach,18
Fresh Meadows-Maspeth,18
Canarsie-Theater District,18
Gravesend-Flatiron District,18
Civic Center-Todt Hill,18
Mott Haven-Country Club,18
Springfield Gardens-Gowanus,18
Melrose-Bronxdale,18
Kips Bay-Park Hill,18
Central Park-Bergen Beach,18
Parkchester-Tribeca,18
Mount Eden-Jackson Heights,18
Ridgewood-Flatlands,18
Bath Beach-Murray Hill,18
Fresh Meadows-College Point,18
Jamaica-Hollis Hills,18
Chinatown-Clifton,18
Port Morris-Baychester,18
Pelham Gardens-Upper East Side,18
Jamaica-Belmont,18
Longwood-Greenpoint,18
Cypress Hills-Middle Village,18
Greenpoint-Riverdale,18
Jamaica-Bay Ridge,18
Rosedale-Chelsea,18
Richmond Hill-Prospect-Lefferts Gardens,18
Bensonhurst-Murray Hill,18
NoHo-Randall Manor,18
Flushing Meadows Corona Park-Flatbush,18
Whitestone-Flushing Meadows Corona Park,18
Flatlands-Battery Park City,18
Williamsburg-Breezy Point,18
Red Hook-Forest Hills,18
Greenwich Village-Bayswater,18
Flatbush-Middle Village,18
Jamaica-Midwood,18
Longwood-Pelham Gardens,18
Kips Bay-Rosebank,18
Soundview-Long Island City,18
Crotona Park-Morrisania,18
East Morrisania-Theater District,18
Green-Wood Cemetery-Dyker Heights,18
Cypress Hills-Sunnyside,18
South Ozone Park-Coney Island,18
Clason Point-Co-op City,18
Green-Wood Cemetery-Upper East Side,18
Inwood-Kew Gardens,18
South Ozone Park-Concourse,18
Chinatown-Broad Channel,18
Queens Village-Laurelton,18
Kew Gardens Hills-Bedford-Stuyvesant,18
Springfield Gardens-NoHo,18
Soundview-Financial District,18
Park Slope-University Heights,18
Windsor Terrace-Canarsie,18
Fort Hamilton-South Beach,18
DUMBO-Mott Haven,18
Hunts Point-Concourse,18
Brighton Beach-Gowanus,18
Downtown Brooklyn-Park Hill,18
Cypress Hills-Corona,18
Boerum Hill-Belle Harbor,18
East Morrisania-Highbridge,18
Baychester-Harlem,18
Gravesend-Windsor Terrace,18
Pelham Gardens-Norwood,18
Van Cortlandt Park-Inwood,18
Bay Ridge-Nolita,18
Bay Ridge-Green-Wood Cemetery,18
Carroll Gardens-Port Morris,18
Morris Heights-SoHo,18
Rockaway Park-Rockaway Beach,18
Ditmars Steinway-Flatlands,18
Bushwick-Whitestone,18
Kew Gardens Hills-Forest Park,18
Springfield Gardens-Sunnyside,18
Fieldston-Morningside Heights,18
Highbridge-Long Island City,18
Red Hook-Green-Wood Cemetery,18
Mount Hope-Unionport,18
University Heights-John F. Kennedy International Airport,18
Coney Island-East Flatbush,18
Rego Park-Prospect-Lefferts Gardens,18
Middle Village-Fresh Meadows,18
Astoria-Floyd Bennett Field,18
Throgs Neck-College Point,18
Bay Terrace-John F. Kennedy International Airport,18
Wakefield-Longwood,18
Park Slope-Riverdale,18
DUMBO-Briarwood,18
Unionport-Greenwich Village,18
